season,date,home_team,away_team,home_win_bool,home_max_rating_Defense,home_max_rating_GK,home_max_rating_Midfield,home_max_rating_Attack,home_median_rating_Defense,home_median_rating_GK,home_median_rating_Midfield,home_median_rating_Attack,home_var_rating_Defense,home_var_rating_GK,home_var_rating_Midfield,home_var_rating_Attack,home_sum_work_rate_Defense,home_sum_work_rate_GK,home_sum_work_rate_Midfield,home_sum_work_rate_Attack,away_max_rating_Defense,away_max_rating_GK,away_max_rating_Midfield,away_max_rating_Attack,away_median_rating_Defense,away_median_rating_GK,away_median_rating_Midfield,away_median_rating_Attack,away_var_rating_Defense,away_var_rating_GK,away_var_rating_Midfield,away_var_rating_Attack,away_sum_work_rate_Defense,away_sum_work_rate_GK,away_sum_work_rate_Midfield,away_sum_work_rate_Attack,home_win_1_0,diff_max_rating_Defense,diff_max_rating_GK,diff_max_rating_Midfield,diff_max_rating_Attack,diff_median_rating_Defense,diff_median_rating_GK,diff_median_rating_Midfield,diff_median_rating_Attack,diff_var_rating_Defense,diff_var_rating_GK,diff_var_rating_Midfield,diff_var_rating_Attack,diff_sum_work_rate_Defense,diff_sum_work_rate_GK,diff_sum_work_rate_Midfield,diff_sum_work_rate_Attack,diff_median_rating_home_attack_away_defense,diff_median_rating_home_defense_away_attack,diff_max_rating_home_attack_away_gk,diff_max_rating_home_gk_away_attack
19/20,2019-10-27,Norwich City,Manchester United,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,-14,-17,-15,-15,-16,-8.5,-15,-15,16,-50.15565774804906,1.3333333333333335,-8.333333333333332,0,4,1,-1,-9,-22,-19,-13
19/20,2019-11-02,Aston Villa,Liverpool,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,-9,-8,-7,-13,-8,-8,-10,-11,-4,-36.170150501672246,6.333333333333334,-1.3333333333333335,-2,-6,0,-2,-4.5,-14.5,-10,-11
19/20,2019-11-02,West Ham United,Newcastle United,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,0,0,3,5,5,1,3,3.5,5.5,-2,15.743589743589737,0.8333333333333335,-0.5,0,0,0,-1,7,-0.5,4,4
19/20,2019-11-03,Everton,Tottenham Hotspur,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-2,-5,-7,-9,-2.5,-1,-5,-9,1.5,-33.780626780626775,-1.333333333333334,0,0,-1,-1,0,-1.5,-10,-8,-6
19/20,2019-11-09,Burnley,West Ham United,TRUE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,2,-1,-3,-4,1,-2,-3,-4,2,21.074074074074105,2.6666666666666665,0,1,-3,0,0,2,-5,-3,-2
19/20,2019-11-09,Leicester City,Arsenal,TRUE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,1,1,0,-11,-2,-1.5,0,-10,-2,12.5,-33.81481481481482,-7,0,0,-6,2,0,2,-5.5,-2,0
19/20,2019-11-10,Liverpool,Manchester City,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,1,-3,-6,-4,-1,-3,0,-4,0,0,-25.615384615384613,0,-3.0000000000000004,0,-4,1,0,3.5,-6.5,-3,-4
19/20,2019-11-23,Everton,Norwich City,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,0,12,9,10,8,14,4.5,8,8,-16,37.104375696767015,2.6666666666666665,0,0,-3,1,0,15,7,6,11
19/20,2019-11-23,Manchester City,Chelsea,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,1,-2,2,2,-2,-1.5,0,2,3,-3.5,27.039886039886042,0,-20,1,8,0,0,2,-0.5,0,0
19/20,2019-11-23,West Ham United,Tottenham Hotspur,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-6,-7,-6,-7,-5.5,0,-4,-7,-0.5,-14.085470085470106,-4,0,-1,1,-1,0,0.5,-13,-6,-8
19/20,2019-11-25,Aston Villa,Newcastle United,TRUE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,1,-4,-1,-2,-2,-3.5,-2,-4.5,-1.5,-1.5,-3.070435401957134,5.833333333333334,-0.5,-1,-3,-1,-1,0,-5,-3,0
19/20,2019-11-30,Chelsea,West Ham United,FALSE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,0,10,8,2,9,8,3,4,1,8,15.931623931623946,-1.3333333333333335,24.333333333333332,0,-1,-2,2,7,2,10,7
19/20,2019-11-30,Newcastle United,Manchester City,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,0,-8,-13,-9,-12,-7.5,-6,-9.5,-9.5,-2.5,-58.715099715099726,0.5,-3.833333333333334,-1,-7,2,-1,-6,-11,-14,-11
19/20,2019-12-01,Leicester City,Everton,TRUE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,1,1,-5,2,-0.5,-1,-3,2,10.5,-13.6923076923077,-4,0,0,-6,1,0,3,-1.5,-1,4
19/20,2019-12-01,Manchester United,Aston Villa,FALSE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,0,10,14,11,12,9.5,8,14,12,1.5,12.170150501672246,-6.333333333333334,8.333333333333332,2,0,-1,1,15.5,6,10,16
19/20,2019-12-01,Norwich City,Arsenal,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,0,-12,-10,-16,-12,-15,-3.5,-15,-12,18,-57.22688281927413,-5.666666666666666,0,0,3,0,0,-8,-19,-12,-10
19/20,2019-12-03,Burnley,Manchester City,FALSE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,0,-6,-11,-7,-11,-5.5,-5,-9,-8,-2.5,-21.897435897435884,4,-4.333333333333334,0,-10,2,-2,-4.5,-9,-13,-9
19/20,2019-12-04,Chelsea,Aston Villa,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,1,14,12,9,16,12.5,8,12,8,7.5,34.74564907717082,-6.333333333333334,24.333333333333332,1,2,-1,2,11.5,9,14,14
19/20,2019-12-04,Liverpool,Everton,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,1,2,1,8,0.5,4,3,6,2.5,37.051282051282044,-4,1.3333333333333335,0,5,-1,2,7,-0.5,5,5
19/20,2019-12-04,Manchester United,Tottenham Hotspur,TRUE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,1,0,3,-2,-2,-0.5,3,2,-2,1.5,-20.72934472934473,-5.333333333333334,8.333333333333332,0,-2,-3,1,5.5,-8,-1,2
19/20,2019-12-07,Everton,Chelsea,TRUE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,1,-6,-6,-3,-11,-5,-4,-5,-3,-6,-35.626780626780615,4,-24.333333333333332,1,-1,2,-2,-4,-4,-9,-8
19/20,2019-12-07,Manchester City,Manchester United,FALSE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,2,0,0,2,1.5,0,0,-1,2.5,49.61538461538461,0,-3.9999999999999982,0,10,0,1,5,-4.5,-2,4
19/20,2019-12-07,Tottenham Hotspur,Burnley,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,1,4,8,9,11,4.5,2,7,11,-1.5,-6.988603988603998,1.333333333333334,0,0,2,1,0,12,3.5,9,10
19/20,2019-12-08,Aston Villa,Leicester City,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,0,-9,-7,-1,-7,-7,-3,-4,-7,-12,14.573439241917498,6.333333333333334,0,-2,5,-2,0,-3.5,-10.5,-9,-5
19/20,2019-12-09,West Ham United,Arsenal,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,0,-4,-3,-5,-2,-4,2,-6,-2,0,-0.42735042735044715,-5.666666666666666,0,-1,2,1,0,2,-8,-2,-3
19/20,2019-12-14,Burnley,Newcastle United,TRUE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,1,2,2,2,1,2,1,0.5,1.5,0,36.81766381766384,3.5,-0.5,1,-3,0,-1,3,0.5,0,3
19/20,2019-12-14,Leicester City,Norwich City,FALSE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,0,13,10,5,10,13.5,3.5,5,10,-5.5,23.412068004459314,-1.3333333333333335,0,0,-9,2,0,17,6.5,8,12
19/20,2019-12-15,Arsenal,Manchester City,FALSE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,0,-4,-7,1,-5,-2.5,-5,0,-2,-4.5,-42.54415954415954,7,-4.333333333333334,0,-9,1,-2,1.5,-6,-7,-5
19/20,2019-12-15,Manchester United,Everton,FALSE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,0,2,8,5,7,2,4,7,7,0,13.051282051282044,-4,8.333333333333332,0,-1,-2,1,8,1,4,11
19/20,2019-12-21,Everton,Arsenal,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,0,0,-1,-6,-4,-1,1,-7,-4,2,-20.122507122507116,-3,0,0,0,1,0,0,-5,-4,-1
19/20,2019-12-21,Manchester City,Leicester City,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,1,3,7,10,7,4,5,10,4,-8,76.35897435897436,0,4.333333333333334,0,15,-3,2,7.5,0.5,5,9
19/20,2019-12-22,Tottenham Hotspur,Chelsea,FALSE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,0,-4,-1,4,-2,-2.5,-3,0,6,-7.5,-1.8461538461538396,5.333333333333334,-24.333333333333332,1,0,3,-2,5,-1.5,0,-3
19/20,2019-12-26,Aston Villa,Norwich City,TRUE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,4,3,4,3,6.5,0.5,1,3,-17.5,37.98550724637681,5,0,-2,-4,0,0,10,-0.5,1,5
19/20,2019-12-26,Everton,Burnley,TRUE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,1,2,3,2,2,2,1,2,2,0,-40.769230769230774,0,0,0,1,0,0,3,1,0,5
19/20,2019-12-26,Leicester City,Liverpool,FALSE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,0,-1,-6,-6,-1,-5,-6,-4,8,-50.743589743589745,0,-1.3333333333333335,0,-11,2,-2,2.5,-7.5,-3,-4
19/20,2019-12-26,Manchester United,Newcastle United,TRUE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,1,6,13,9,10,6,6,9.5,10.5,0,9.099715099715112,-0.5,7.833333333333332,1,-3,-2,0,12,4.5,9,14
19/20,2019-12-28,Burnley,Manchester United,FALSE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,-4,-11,-7,-9,-4,-5,-9,-9,0,27.71794871794873,4,-8.333333333333332,0,0,2,-1,-3,-10,-13,-7
19/20,2019-12-28,Newcastle United,Everton,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,0,-4,-5,-4,-3,-4,-2,-2.5,-3.5,0,3.9515669515669316,-3.5,0.5,-1,2,0,1,-2.5,-5,-6,-2
19/20,2019-12-28,Norwich City,Tottenham Hotspur,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-14,-14,-17,-17,-16.5,-5.5,-13,-17,17.5,-70.88500247739378,-4,0,0,2,-2,0,-9.5,-24,-16,-15
19/20,2019-12-28,West Ham United,Leicester City,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,0,-5,-3,6,0,-2.5,2,4,0,-12.5,33.38746438746437,1.3333333333333335,0,-1,8,-1,0,3.5,-6,-2,-1
19/20,2019-12-29,Arsenal,Chelsea,FALSE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,0,-6,-5,3,-7,-4,-5,2,1,-8,-15.504273504273499,7,-24.333333333333332,1,-1,1,-2,0,-3,-5,-7
19/20,2020-01-01,Arsenal,Manchester United,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,1,-2,-7,1,-3,-1,-5,0,-3,-2,7.071225071225072,7,-8.333333333333332,0,1,1,-1,3,-7,-7,-3
19/20,2020-01-01,Burnley,Aston Villa,FALSE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,0,6,3,4,3,5.5,3,5,3,1.5,39.888099219620976,-2.333333333333334,0,2,0,1,0,6.5,2,1,5
19/20,2020-01-01,Manchester City,Everton,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,4,8,5,9,3.5,4,7,6,2.5,62.66666666666666,-4,4.333333333333334,0,9,-2,2,7,2.5,6,11
19/20,2020-01-01,Newcastle United,Leicester City,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,0,-5,-6,1,-5,-3.5,-1,0.5,-5.5,-10.5,17.643874643874632,0.5,0.5,-1,8,-1,1,-2,-7,-7,-4
19/20,2020-01-11,Chelsea,Burnley,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,1,8,9,5,13,7,5,7,5,6,-5.1424501424501585,-4,24.333333333333332,-1,2,-2,2,6,6,11,11
19/20,2020-01-11,Manchester United,Norwich City,TRUE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,14,17,15,15,16,8.5,15,15,-16,50.15565774804906,-1.3333333333333335,8.333333333333332,0,-4,-1,1,22,9,13,19
19/20,2020-01-11,Tottenham Hotspur,Liverpool,FALSE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,1,3,6,1,2,-3,2,3,-4,-3.2706552706552685,5.333333333333334,-1.3333333333333335,0,-4,2,-2,9.5,-4.5,4,0
19/20,2020-01-12,Aston Villa,Manchester City,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,0,-12,-14,-11,-14,-11,-8,-14,-11,-4,-61.78553511705686,6.333333333333334,-4.333333333333334,-2,-10,1,-2,-7.5,-14.5,-16,-12
19/20,2020-01-18,Newcastle United,Chelsea,TRUE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,1,-10,-11,-7,-14,-9,-6,-7.5,-6.5,-6,-31.675213675213683,0.5,-23.833333333333332,0,1,2,-1,-7.5,-8,-12,-13
19/20,2020-01-18,West Ham United,Everton,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,0,-4,-2,1,2,-3,1,1,2,-2,19.69515669515667,-2.6666666666666665,0,-1,2,0,0,3,-4,-1,1
19/20,2020-01-19,Burnley,Leicester City,TRUE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,1,-3,-4,3,-4,-1.5,0,1,-4,-10.5,54.461538461538474,4,0,0,5,-1,0,-0.5,-5,-6,-2
19/20,2020-01-19,Liverpool,Manchester United,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,1,-1,-6,-4,1,-1.5,0,-4,-1,2.5,24,0,-6.999999999999998,0,6,1,1,5,-7.5,-3,-2
19/20,2020-01-21,Chelsea,Arsenal,FALSE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,0,6,5,-3,7,4,5,-2,-1,8,15.504273504273499,-7,24.333333333333332,-1,1,-1,2,3,0,7,5
19/20,2020-01-21,Everton,Newcastle United,FALSE,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,0,4,5,4,3,4,2,2.5,3.5,0,-3.9515669515669316,3.5,-0.5,1,-2,0,-1,5,2.5,2,6
19/20,2020-01-22,Leicester City,West Ham United,TRUE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,5,3,-6,0,2.5,-2,-4,0,12.5,-33.38746438746437,-1.3333333333333335,0,1,-8,1,0,6,-3.5,1,2
19/20,2020-01-22,Manchester United,Burnley,FALSE,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,0,4,11,7,9,4,5,9,9,0,-27.71794871794873,-4,8.333333333333332,0,0,-2,1,10,3,7,13
19/20,2020-01-22,Tottenham Hotspur,Norwich City,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,1,14,14,17,17,16.5,5.5,13,17,-17.5,70.88500247739378,4,0,0,-2,2,0,24,9.5,15,16
19/20,2020-01-29,West Ham United,Liverpool,FALSE,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,-5,-4,0,-6,-3.5,-3,-2,-4,-4.5,-17.356125356125375,1.3333333333333335,-1.3333333333333335,-1,-3,1,-2,2.5,-10,-3,-7
19/20,2020-02-01,Leicester City,Chelsea,FALSE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,0,-5,-5,-8,-9,-5.5,-5,-8,-1,4.5,-49.319088319088316,0,-24.333333333333332,1,-7,3,-2,-2,-4.5,-7,-7
19/20,2020-02-01,Newcastle United,Norwich City,FALSE,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,0,8,4,6,5,10,2.5,5.5,4.5,-16,41.05594264833395,-0.8333333333333335,0.5,-1,-1,1,1,11.5,3,3,6
19/20,2020-02-02,Burnley,Arsenal,FALSE,78,80,79,78,77,74,77,78,2,92.87179487179489,4,0,2,5,2,1,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,0,-2,-4,-8,-6,-3,0,-9,-6,2,20.646723646723657,-3,0,0,-1,1,0,-2,-7,-6,-4
19/20,2020-02-02,Tottenham Hotspur,Manchester City,TRUE,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,1,-2,-3,2,0,-1,-3,-2,3,-4,-28.88603988603988,5.333333333333334,-4.333333333333334,0,-8,3,-2,6.5,-4.5,-2,-1
19/20,2020-02-15,Norwich City,Liverpool,FALSE,68,74,71,72,65,70.5,71,72,18,14.998188405797103,1.3333333333333335,0,2,9,1,1,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,0,-13,-11,-11,-16,-14.5,-8.5,-11,-14,13.5,-74.15565774804905,1.3333333333333335,-1.3333333333333335,0,-2,0,-2,-7.5,-21,-13,-14
19/20,2020-02-16,Arsenal,Newcastle United,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,76,78,77,77,75,73,76.5,76.5,2,56.05413105413105,0.5,0.5,1,8,2,2,1,4,6,10,7,5,1,9.5,7.5,-2,16.170940170940185,6.5,-0.5,1,-2,-1,-1,9,3.5,6,7
19/20,2020-02-16,Aston Villa,Tottenham Hotspur,FALSE,72,77,75,75,71.5,71,72,75,0.5,52.983695652173914,6.333333333333334,0,0,5,1,1,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,0,-10,-11,-13,-14,-10,-5,-12,-14,0,-32.89949523101698,1,0,-2,-2,-2,0,-6.5,-17.5,-13,-12
19/20,2020-02-17,Chelsea,Manchester United,FALSE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,82,91,86,87,81,79,86,87,2,65.15384615384616,0,8.333333333333332,2,5,0,2,0,4,-2,-2,4,3,0,-2,-4,6,22.57549857549857,0,16,-1,2,0,1,2,-3,0,2
19/20,2020-02-19,Manchester City,West Ham United,TRUE,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,8,10,4,7,6.5,3,6,4,4.5,42.97150997150999,-1.3333333333333335,4.333333333333334,1,7,-2,2,10,0.5,8,9
19/20,2020-02-22,Chelsea,Tottenham Hotspur,TRUE,86,89,84,91,84,79,84,83,8,87.72934472934473,0,24.333333333333332,1,7,0,3,82,88,88,89,81.5,76,84,89,0.5,85.88319088319089,5.333333333333334,0,2,7,3,1,1,4,1,-4,2,2.5,3,0,-6,7.5,1.8461538461538396,-5.333333333333334,24.333333333333332,-1,0,-3,2,1.5,-5,3,0
19/20,2020-02-22,Leicester City,Manchester City,FALSE,81,84,76,82,78.5,74,76,82,12.5,38.410256410256416,0,0,2,0,3,1,84,91,86,89,82.5,79,86,86,4.5,114.76923076923077,0,4.333333333333334,2,15,0,3,0,-3,-7,-10,-7,-4,-5,-10,-4,8,-76.35897435897436,0,-4.333333333333334,0,-15,3,-2,-0.5,-7.5,-9,-5
19/20,2020-02-23,Arsenal,Everton,TRUE,80,84,87,84,80,74,86,84,0,72.22507122507123,7,0,2,6,1,1,80,83,81,80,79,75,79,80,2,52.102564102564116,4,0,2,6,2,1,1,0,1,6,4,1,-1,7,4,-2,20.122507122507116,3,0,0,0,-1,0,5,0,1,4
19/20,2020-02-24,Liverpool,West Ham United,TRUE,81,85,82,88,79.5,79,82,86,4.5,89.15384615384616,0,1.3333333333333335,2,11,1,3,76,81,82,82,76,76,80,82,0,71.79772079772079,1.3333333333333335,0,1,8,2,1,1,5,4,0,6,3.5,3,2,4,4.5,17.356125356125375,-1.3333333333333335,1.3333333333333335,1,3,-1,2,10,-2.5,7,3
